review,rating,timestamp,author,language,movie_id,title,media_type
"Color me thoroughly surprised at how much I was delighted by “Alien: Romulus,” a highly creative, beautifully executed, pulse-pounding science fiction film from director Fede Alvarez. This sequel is a rare gem in the world of big budget franchise flicks because it not only respects its predecessors with thoughtfully well done homages, but also pushes the boundaries of the universe it inhabits with inventive set pieces and a plausible story. Fans of the series and the genre are in for a real treat.

Going back to the roots of the “Alien” franchise, the film tells the story of a group of young space colonizers (Cailee Spaeny, David Jonsson, Archie Renaux, Isabela Merced, Aileen Wu, and Spike Fearn)who are looking for a way out of their current situation as hard laborers on a sunless planet. While searching the universe, they encounter a decommissioned ship that has enough supplies to take them far, far away. Intent on scavenging, the group makes a risky voyage into space where they get far more than they bargained for: a face-to-face encounter with a terrifying life form from which they may have no hope of escape.

The strength of the story is also in its simplicity, and Alvarez uses swift pacing and straightforward character development to create an irresistible hook for audiences. He creates a crackerjack blend of suspense, horror, and science fiction that not only hearkens back to the original films, but also offers up something fresh and modernized for a new generation. Even better, the film is very dark and isn’t dumbed down for casual viewers, which shows a great deal of respect to long-time sci-fi fans. This isn’t just another sequel that is exploiting a franchise’s good will, it actually has some substance.

There’s an atmosphere of dread that commands most of the movie, and the action scenes are imaginative and inspired. I was on the edge of my seat multiple times, and several of the set pieces are visually fun, too. The special effects are not flashy or over-polished like the ones that tend to dominate modern blockbusters (even the alien creature itself remains largely unchanged from its original, iconic 1979 design), which turns out to be the perfect complement to the film’s strong narrative foundation. Heightened tension and fear is created through well-crafted suspense rather than constant visual bombardment. There’s a level of sophistication here that elevates it beyond a mere retread of past “Alien” films.

I was especially surprised about how quickly I started to care about the characters, who don’t exactly give off the best first impression (they seem like they will be stereotypical and highly annoying, but that’s not the case). As the story unfolds, so do the layers of depth and complexity, both which make the fate of these friends matter. The film is well cast, and Spaeny’s versatility shines through in a role that requires both emotional range and physical intensity.

The film is willing to take risks, especially when it comes to killing off characters. The unpredictability of who will survive and who has the wits to escape from harrowing situations adds another layer of tension and sense of danger. Nothing here feels preordained, and that in itself is exciting.

“Alien: Romulus” is a wildly satisfying addition to the franchise because it’s a film that understands what made the original great and uses those elements to create something new and exciting. It succeeds in paying homage to its predecessors while also forging its own identity, honoring its legacy in a way that will have sci-fi nerds salivating for future installments.

By: Louisa Moore / SCREEN ZEALOTS",6,2024-09-02T22:43:07.183Z,Louisa Moore - Screen Zealots,unknown,945961,Alien: Romulus,movie
"FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/alien-romulus-review-an-audiovisual-triumph-held-back-by-reverence-to-the-past/

""Alien: Romulus is an impressive technical spectacle that highlights Fede Álvarez's talent in creating an atmosphere of tension and horror, raising the audiovisual standard of the saga to new heights through immersive sound design and Galo Olivares' stunning cinematography, which deserves countless accolades.

However, its excessive reliance on references to the past prevents it from reaching its full narrative potential, as well as achieving a thematic impact similar to the franchise's best installments.

Despite this, the captivating performances of Cailee Spaeny and David Jonsson, along with a third act filled with insane entertainment, make this interquel a cinematic experience worth seeing in IMAX, even if it leaves the feeling that it could have been more daring and innovative.""

Rating: B+",6,2024-09-07T07:54:16.843Z,Manuel São Bento,unknown,945961,Alien: Romulus,movie
"Alien: Romulus is a love letter to the 1979 classic, and while I dug the whole philosophical space-god thing in Prometheus, this stripped-down, back-to-basics approach had me hooked from the first frame.  It's been a while since an Alien film truly captured that sense of claustrophobic dread, and Romulus nails it.

This movie is gorgeous, plain and simple. The lighting, the camera angles, and Benjamin Wallfisch's score – it all blends together to create this constant tension that just sucks you in. There's this one scene where Rain, Andy and Tyler are being chased through the research station, the way they use the shadows and movement, it's like a masterclass in suspense. It totally reminded me of the most terrifying moments from the original. It's obvious Álvarez was obsessed with recreating that gritty, lived-in feel of the first Alien, and it pays off big time.

The cast is solid too. Cailee Spaeny and David Jonsson absolutely kill it as Rain and Andy.  I'll admit, I was worried Andy would be your typical forgettable sidekick, but he actually gets a pretty interesting arc.  Sure, most of the crew are basically there to get picked off by the Xenomorph, but Andy was a standout supporting character. He basically played two roles. It's refreshing that the movie doesn't waste time with a bunch of unnecessary characters.

One thing this movie does really well is finding that sweet spot between horror and action that made the first two films so iconic.  Alien 3 was so bleak, and Resurrection was just bonkers action – this one feels like a proper blend of both.  Fede Álvarez basically throws in all the best Alien tropes: the ragtag crew, the creepy body horror stuff, the tense hide-and-seek scenes, and some kickass action sequences. And you know what? It totally works.

I was impressed at a lot of the creative set pieces and how they built tension. Like how they played with gravity to avoid the acid and trying to sneak past the facehuggers by camoflaging their body temperature. They were really cool and shockingly unique and fresh for a nearly 50 old franchise. And let's talk about that body horror. There's this one scene, a seriously messed-up vaginal birth, that is going to be burned into my brain for a while. Álvarez definitely gets what makes this franchise tick.

I'm giving Alien: Romulus a strong 7/10.  It lost some points for the use of the CGI Ian Holm. It's so distracting, and they rely on it way too much.  Also, there some lines that were stuck in there for nostalgia that felt out of place.  But honestly, those are minor nitpicks in a movie that's this much fun. The whole final act, with the station crashing into the asteroid field and that epic showdown with the Human/ Xeno, is just pure chaos in the best way possible.

Alien: Romulus is a worthy successor to the Alien throne. It's a visual treat, a thrilling ride, and a damn good reminder of why we love this franchise in the first place.",5,2024-10-16T17:43:30.277Z,Mister BLAQK,unknown,945961,Alien: Romulus,movie
"This was a great movie and a great continuation of Alien series. I think it deserves solid, perfect 10/10. I couldn't see any flow, everything was great.",8,2024-10-20T18:10:14.831Z,Dean,unknown,945961,Alien: Romulus,movie
"""Inside Out 2"" is a heartwarming and imaginative sequel that successfully builds on the emotional depth of its predecessor. Directed by Kelsey Mann, the film revisits Riley as she navigates the complexities of teenage life, with her emotions—Joy, Sadness, Anger, Fear, and Disgust—returning to guide her. The movie introduces new emotions, adding fresh dynamics and challenges. The animation is vibrant and expressive, capturing the nuanced portrayal of inner emotional worlds. With its clever storytelling, humor, and poignant moments, ""Inside Out 2"" resonates deeply with audiences, offering a thoughtful exploration of growing up and emotional resilience.",6,2024-06-06T10:47:54.037Z,Hotplix,unknown,1022789,Inside Out 2,movie
"The wizards at Pixar have crafted a new gem with “Inside Out 2” which is a rare achievement in that it is a sequel that outdoes the original film.

The movie opens with Riley (Kensington Tallman), just after her 13th Birthday as Joy (Amy Poehler) recaps her accomplishments and sets the stage for her big Hockey Game with her friends Grace (Grace Lu) and Bree (Sumayyah Nuriddin-Green).

Their success on the ice attracts the attention of the coach of the local Firebirds who invites the trio to a three-day camp which will set the stage for them to be included on the team as freshmen.

Things take a turn when a Puberty alarm goes off followed by a construction crew to upgrade the console. Fear (Tony Hale), Anger (Lewis Black), Disgust (Liza Lapira), and Sadness (Phyllis Smith),  do not react well to this and the arrival of the new emotions Anxiety (Maya Hawke), Envy (Ayo Edebiri), Ennui  (Adèle Exarchopoulos), and Embarrassment (Paul Walter-Hauser), sets the stage for new conflicts.

Riley arrives at camp and becomes enchanted with the popular girls who are fronted by Valentina (Lilimar), and Riley excludes her friends as a chance to be part of the in-crowd.

The new emotions set a course to keep Riley safe from her potential future issues and banish the old emotions that they view as hindering Riley and setting a path for future failure.

Forced to travel to the furthest reaches of Riley’s mind to recover something of necessity; the old emotions hope to undo the damage being done and restore Riley who is in the turmoil of being a teen and hampered by the flood of new and often conflicting emotions and circumstances that she encounters.

The movie is filled with charm and humor as well as presenting an honest look at the changes and pressures that children face during their teen years and does so without being heavy-handed. The emotions new and old are great and there are many moments throughout the film that will bring laughter as well as nostalgia for adults; especially those with children who are about to enter their Teen years.

The film is moving and there were more than a few eyes welling up near the end of the film during our screening as Pixar has once again crafted an enjoyable and relatable tale that can be enjoyed by the entire family.

4.5 stars out of 5.",6,2024-06-12T19:12:26.637Z,garethmb,unknown,1022789,Inside Out 2,movie
"I really quite enjoyed the first of these (2015) but I struggled a bit to stay engaged with the one. ""Riley"" is still happily coasting through family life until one day, she embarks on the yellow brick road that is puberty. Towit, her control gallery is no longer the purview of just her lifelong guides like ""Fear"", ""Joy"" and ""Anger"" - now she has also to deal with the likes of disgust, envy, boredom and worst of all - anxiety. It's maybe the latter that the film should be called as we now embark on quite a humourless swipe at the culture of validation that young people must navigate. It's all about being popular. Being liked. Being the best - in the ice hockey team. Old loyalties go under the bus in favour of new aspirations and yes, much of it does ring quite true as an evaluation of the fickleness in all of us. Thing is, though, there's just too much inevitability about what comes next and there's way too much incessant dialogue. ""Anger"" has some fun along the way, and there is the odd comedy one-liner from the laconic ""Ennui"" but it just didn't resonate with me at all. The animation is standard Pixar fayre that does the job colourfully but unremarkably, and by the conclusion I was hoping there was an off button on that great big console. Yep - I'm probably too old to really appreciate this the way the kids can, but the trick for these studios has to be to engage the adults at the same time as the weans, else out come the mobile phones as our own version of ennui sets in. It's fine, but forgettable, sorry.",6,2024-06-17T06:27:26.802Z,CinemaSerf,unknown,1022789,Inside Out 2,movie
"_Inside Out 2_ is a harmless sequel that is fun for all ages but also absolutely unnecessary. The film recycles three-quarters of the original while introducing a quarter of new characters and ideas.

**Full review:** https://bit.ly/PixarClone",6,2024-06-18T21:57:04.460Z,Chris Sawin,unknown,1022789,Inside Out 2,movie
"Poor Pixar! They just haven't been able to catch a break this decade! Having a majority of their originals dumbed on Disney+, Lightyear flopping, and Elemental just barely managing to make a comeback after having the studio's worst opening yet. They just can't catch a break, specially with Disney laying off their animators and refusing to let them make any originals anymore. Safe to say, they've had it rough! But Inside Out 2, despite many things working against it actually managed to be good, in fact great! Almost as good as its predecessor. I'm not gonna fully say it's a masterpiece like any of their older films, or even films like Soul or the first Inside Out, but it's still a pretty great movie! A movie that honors the original while adding to the original's themes. Instead of just being the first movie again, they actually do things a little different, by adding new emotions, covering the themes of puberty and anxiety, and adding some new locations. I also like how they don't just reset Joy back to the way she was in movie 1, they actually stick to her character development, letting the others help her, especially Sadness, and being open to new ideas. She's still flawed, of course, but it's more still growing as a character rather than just learning the same lesson again. They even subvert the originals message. Inside Out 1: it's okay to not be happy. Inside Out 2: It's okay to let happiness in. You are valued and you are good enough. There's also one scene in the movie : the panic attack. I won't spoil what happens but I really love how this scene played out. Altogether, a pretty solid film that builds on the original ti the point where I'd actually say I'd be open for a 3rd movie, something I thought I'd never, ever say ever!!! Congrats, Pix! U made a good sequel, keep it up!

           TOTAL SCORE: 8.5/10",6,2024-06-19T19:10:15.534Z,MannyD,unknown,1022789,Inside Out 2,movie
This movie is not bad at all. they left to open to more movies and I am good with that they kids haven’t a good franchise since toy store movies so ya I hope they keep making them!!,7,2024-06-22T05:07:48.082Z,heyitsmestoney,unknown,1022789,Inside Out 2,movie
"When I first heard about the sequel to Inside Out, I approached it with a mix of excitement and apprehension. The original film is a masterpiece, one of Pixar’s finest achievements, seamlessly blending humor, emotion, and a profound understanding of human psychology. Given Pixar’s recent uneven track record, I feared that the sequel might not live up to the high standards set by its predecessor. However, I am delighted to report that isn't the case here.

I can confidently say that Inside Out 2 is a worthy successor to the original. It almost reaches the same level of excellence, taking the story in a fresh direction with a new cast of characters that enrich the narrative.

The sequel introduces a beautifully nuanced character: Anxiety, portrayed by Maya Hawke. Hawke’s performance brings a sympathetic depth to the role, making Anxiety a character that audiences can relate to and care for. The character adds a layer of complexity to the story that resonates on multiple levels. Anxiety's interactions with Joy, played masterfully once again by Amy Poehler, highlight the inevitable struggles of growing up. Poehler’s Joy continues to be the heart of the film.

The story’s emotional core remains as powerful as ever. As a father, the original film spoke to me deeply about understanding and acknowledging my children's emotions all by extension. This sequel shifts the focus inward, reflecting the internal emotional landscape of adolescence and early adulthood. Riley, our protagonist, is growing up, and the introduction of more complex emotions reflects the reality of her development. The film brilliantly captures the awkwardness and discomfort of this transition, making it relatable for both younger audiences and adults.

Some interactions in the film are cringe-worthy because they are so true to life. We've all experienced moments of anxiety and self-doubt, and seeing them portrayed so authentically on screen is both uncomfortable and cathartic. 

Amy Poehler's portrayal of Joy remains a highlight, and Maya Hawke’s Anxiety is a beautifully crafted antagonist who evolves throughout the film. By the end, Anxiety isn’t just a source of conflict but a character that facilitates growth and understanding. This development adds depth to the narrative, making it more than just a children’s film but a profound exploration of emotional growth.

Inside Out 2 is a summer movie that stands as a high point for family entertainment. It balances humor and emotion with a storyline that speaks to both children and adults. Pixar has once again delivered a film that not only entertains but also enlightens, reminding us of the importance of understanding and embracing all our emotions. For anyone who loved the first film, this sequel is a must-watch, capturing the same magic while exploring new emotional territory.

If you cherished the original for its insightful portrayal of emotions, you will find Inside Out 2 a worthy and enriching continuation of Riley’s journey. It’s a film that promises to be both a hit with families and a valuable conversation starter about the complex world of emotions.",6,2024-07-09T14:21:50.441Z,TheSceneSnobs,unknown,1022789,Inside Out 2,movie
"""Inside Out 2"" brilliantly follows up its predecessor with a heartwarming and deeply insightful exploration of the human mind. Directed by Pete Docter and produced by Pixar Animation Studios, this sequel delves even deeper into the complexities of emotions, creating a movie that is as intellectually stimulating as it is emotionally resonant.

The film continues the story of Riley, now a teenager, navigating the tumultuous waters of adolescence. The return of our beloved emotions—Joy, Sadness, Anger, Fear, and Disgust—offers a delightful reunion while introducing new emotional characters that reflect the evolving complexity of Riley's inner world. Each emotion is beautifully voiced, bringing authenticity and depth to their characters. Amy Poehler’s Joy and Phyllis Smith’s Sadness once again shine, their dynamic evolving in ways that are both surprising and deeply moving.",6,2024-07-20T06:54:49.787Z,minion196,unknown,1022789,Inside Out 2,movie
"Inside Out 2 is a suggestion to follow Riley’s troubles during adolescence, which adds new characters to this animated movie – Anxiety and Envy, – besides Joy, Sadness, Anger, Fear, and Disgust. Both animation and voice acting are great, and the animation properly shows the confusion and disorder of a teenage girl’s mind. Compared to ‘Toy Story 2,’ it may not be as rich in genuine sentiment, but it returns all viewers, children, and adults, to the challenge of the act of growing up.

I also enjoyed the comedy and the themes present in it and maybe because of the continuous showings or better comprehension of it allowed me to have less of a feeling compare to the first one although at some parts it is sort of teary. It was interesting to see how Joy and Anxiety interacted with each other these characters are more real in terms of showing us how emotions work during decision-making when you’re in trouble.

If you enjoyed my experience, check out the <a href=""https://moviepoptime.com/drama/inside-out-2/"" target=""_blank"">Latest Movie Reviews</a>.",6,2024-11-01T05:44:04.684Z,moviepoptime,unknown,1022789,Inside Out 2,movie
"I honestly don't know what everyone's talking about, _Venom_ is **fine**! I mean... It's not great. There were a few moments I found myself thinking ""This bit's pretty bad, why did they do this?"" and a lot of moments I found myself thinking ""This bit's pretty good, but they still probably should have just made a **real** _Venom_ movie with Marvel.""

But it's fine. The absolute best parts are the interactions taking place within Venom himself (between Brock and the Symbiote) and the movie would have been a lot worse if Tom Hardy wasn't capable of pulling that off. Look, a _Venom_ movie probably should have been rated R, and it probably should have taken more notes from current superhero movies than superhero movies from fifteen years ago, but I still had a good time with _Venom_, maybe it's not the best possible version of the story, but I'm still glad we have this one.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._",6,2018-10-26T03:37:41.176Z,Gimly,unknown,335983,Venom,movie
"Venom is a great comic adaptation. I really like what they did with the character and the story. I thought the film was done well. The special effects are pretty good. I thought the characters were cast well, and overall I just enjoyed it. The film is pretty dark and violent despite the PG-13 rating. It didn't have a lot of blood, but there was a bit here and there. Characters are mostly tossed around and beaten, but a lot of them are not shown dead. That being said, some characters are still killed on screen. People are experimented on. A few people are slashed and stabbed. Guns are used, but not frequently. It definitely pushed the PG-13 as far as it could. There is a lot of language throughout, including an f-bomb. There is also a lot of drinking. I definitely recommend this movie. I think it is better suited for teens and up, but older kids that can handle strong violence may be okay.",6,2018-10-27T13:08:50.548Z,gurteksingh,unknown,335983,Venom,movie
I very much like it if you ask me (;,6,2018-10-30T22:46:21.535Z,javajohnny,unknown,335983,Venom,movie
"Venom - **SPOILERS**

4/10

There seems to be quite a bit of agreement on what Im about to say about the film. Venom doesnt quite know what it is. It cant decide wether its a goofy, action or a horror movie. Therefore its all of it and none at the same time. 

The goofy jokes are pretty lame, which is why they are funny, you dont laugh with the writers, you laugh at them. 

The action scenes are meh at best, 
car chase : check
motorcycle : check
ridiculous (bad) cgi fight: check
sure, watching Tom Hardy motorcross in San Francisco is quite fun, but its not really action. 

Finally, the horror; there are glimpses, glimmers of hope scattered around this movie. Little snippets of what could have been, but as soon as they appear they disappear. 

Two scenes really stood out to me due to their potential. After quite a lot of buildup of Venom getting into the building (BY RUNNING UP IT), Eddie decides to take the lift down. Instead of having Eddie walk into the SWAT team, they should have been swarming the building crawling through the floors looking for him. Then, they could have had an ALIEN like hunting scene where Venom slowly takes out the task force one by one, in true horror movie fashion. 

The other obvious horror scene could have been using the creepy little girl that delivers RIOT to the Musk wannabe, they could have homaged The Shining, they could have pulled an exorcist, they could have done a million things, but the little girl just has white pupils and a deep voice.

Throughout the movie there are just continuous disappointments because you see what it is missing. 

Instead of the cheap love story and all the stupid overdone things they should have been ballsy with their movie. Yes the movie DID make 800+ million, however im sure it was going to do that anyway. Venom is probably one of the most badass characters in comic history, and Tom Hardy is Tom Hardy. 

I would have loved to see something along these lines:

Symbiote hunts Eddie. 
Symbiote captures Eddie and they become Venom.
Venom starts unleashing hell because he can, hunts SWAT etc. 
Venom goes after Musk wannabe and Kills him.

Throw some more horror elements in there, and it would have made for a much more satisfactory watch. I have always adored Venom, and this movie had so much potential, but it was all for nothing. No rewatchability. Nothing worth remembering. Just a flick.

It was funny seeing Tom Hardy being a bit of a pussball, but even he cant help a crap script and an even worse film.",5,2019-01-19T02:08:56.264Z,lancethedealer,unknown,335983,Venom,movie
"It’s school holidays here in France which means the kids are at my place which in turn means lot’s of time in front of the screen. Last night it was Venom’s turn to be plopped into my Blu-ray player.

I have to say that I was a little disappointed. Sure it is a good movie and I did indeed enjoy it but not as much as I thought I would. According to the ratings it looked like the majority of the audience liked it a lot and I do like the character Venom. Sure the culture elite and politically correct idiots that Rotten Tomates use as “critics” claimed it to be rotten but, for me, that’s usually a good sign when it comes to my entertainment value from a movie.

The good things are that I found Venom, the creature, really cool. I liked his voice, his appearance and his no-nonsense attitude. The special effects and the action was very enjoyable to watch. Luckily that was my main reason for watching the movie. Actually, it is probably the main reason I want to watch any Marvel movie, especially lately given the poor quality of writers that Marvel has employed.

I guess it is a plus as well that there was not too much politically correct, green or social preaching in it. I am sure those so inclined can find more than me if they go looking for it but most of the movie audience, at least not for this type of movie, probably could not care less.

The main reason I felt somewhat disappointed is that the main protagonist is really not someone I could feel like I would root for. He is such a despicable douche-bag. For starters he is a low life journalist with an overblown ego and disrespect of pretty much everything. The kind CNN would employ. Even when he’s been infected by Venom he continues between being a worthless egoistic coward and just an asshole. Actually the only real difference between the him and the big bad guy is that the bad guy is a hundred times more intelligent. It’s not until the very end scenes that Eddie develops a minimum of likability.

On the other hand Venom is really the star of the movie. Both as a “thing” and as a character. He is a real bad-ass, quite funny and really everything that Eddie should have been as a character. He even develops more as a character than previously mentioned douche-bag.

It’s a shame since otherwise this would have been a great movie. The story is simple but works well for this kind of movie. There are no silly twists and convoluted sub-plots. The main protagonist, as poor as he is, at least do not carry a lot of past history trying to explain God knows what and such stuff.

If the character of the main protagonist would have been more likable this would have been a great movie. Now it is “just” good.",6,2019-02-22T08:37:45.190Z,Per Gunnar Jonsson,unknown,335983,Venom,movie
I thought it was pretty cool. Venom was a pretty good villain marvel film.,7,2019-04-03T23:48:03.621Z,Nelson,unknown,335983,Venom,movie
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/venom-spoiler-free-review

""Venom is yet another missed opportunity to deliver a great movie about the symbiote anti-hero. 

This time, the character of Eddie Brock is beautifully handled, with Tom Hardy offering an impressive performance. The actor carries the entire film, which finds its entertainment peak in the interactions between Eddie and Venom. 

Unfortunately, the movie is drastically brought down by a generic narrative with an incredibly dull first half, an unnecessary focus on uninteresting subplots, and a disappointing amount of paper-thin characters. The shockingly terrible editing basically ruins any sort of excitement that could be found during the action sequences. 

The production issues condemned this film to be a letdown. Let's just hope the next one isn't worse.""

Rating: C-",5,2021-10-15T16:18:53.781Z,Manuel São Bento,unknown,335983,Venom,movie
"The SSU - thankfully renamed from SPUMC - begins!

I enjoyed <em>'Venom'</em>, in short. Tom Hardy is one of my favourite actors and I thoroughly enjoyed his showing here as the titular character. The bonkers nature of the story, if not perfect at all, is very entertaining to watch unfold. I also found the pacing and special effects to be more than solid. Looking forward to checking out the sequel.",6,2022-03-14T22:19:08.336Z,r96sk,unknown,335983,Venom,movie
"The SSU - thankfully renamed from SPUMC - begins!

I enjoyed <em>'Venom'</em>, in short. Tom Hardy is one of my favourite actors and I thoroughly enjoyed his showing here as the titular character. The bonkers nature of the story, if not perfect at all, is very entertaining to watch unfold. I also found the pacing and special effects to be more than solid. Looking forward to checking out the sequel.",6,2022-03-14T22:19:08.747Z,r96sk,unknown,335983,Venom,movie
I loved this I have been a huge Venom fan since he debuted in comics. Tom Hardy did great. Much better than Bane.,8,2022-07-26T08:39:19.279Z,Martha,unknown,335983,Venom,movie
"It's getting 10 stars because I have a simple policy that, if the movie entertains, it did it's job.

That being said...it's jarring watching it as a comic book fan. You're constantly fighting the urge to look at the TV and yell ""That's not how it happened!""

I don't think Eddie was as much of a scumbag as he should have been...but Hardy was far better than Grace. And they symbiote wasn't exactly as fun as it was in the comics...but then you only really heard one side of the conversation in the comics.

For an origin story, it was fun...but with Venom being one of the best known Spidey characters, and with Spidey being one of the best known comic book characters...was an origin story necessary? Especially one that was going to change so much of the character?

It could have easily started off after the origin and rolled along on its way as to not irk the fans of the comics.

Despite all of that, it was a well balanced mix of amusing and dark, and those combinations usually tend to work...even if it didn't have the blood that gore that would have sent the film over the top in best possible way.

You get your money's worth watching it. And it's not something that you'll regret seeing...that is unless you're one of those people that can't get past butchering the source material.",6,2023-01-14T00:07:57.979Z,GenerationofSwine,unknown,335983,Venom,movie
Theres not much of a plot and the villains weren't that great. It was a good laugh though and amazing cameos and fight scenes.,7,2024-07-25T21:26:26.038Z,shammahrashad,unknown,533535,Deadpool & Wolverine,movie
"Its story may not be the strongest, but the comedy makes <em>'Deadpool & Wolverine'</em> an excellent watch!

There are some top notch gags in there, particularly to do with the recent offscreen changes for Wade Wilson's alter ego. As you'd expect with Ryan Reynolds in this role, the jokes are plentiful and there is barely any time to react to one before another appears. That can sometimes not work as well as intended, e.g. <em>'Deadpool 2'</em>, but here the humour is executed perfectly.

Reynolds himself is quality, it is a quintessential Ryan Reynolds as Deadpool performance. It's real neat to see Hugh Jackman back as Wolverine, he does play second fiddle to the other titular character but still more than holds his own, as you'd expect. Emma Corrin, meanwhile, enters the MCU with a great showing.

As noted at the top, I do think the plot couldn't been superior - but not in a negative way. What is portrayed is still entertaining to watch, it's just not necessarily on the same level as the comedic elements. A fun watch, all the same. Do I like it more than the 2016 original? I think so, would only be minorly so though.",6,2024-07-25T23:00:25.482Z,r96sk,unknown,533535,Deadpool & Wolverine,movie
"_Deadpool & Wolverine_ is the best the MCU has been since Guardians of the Galaxy Vol. 3. It’s two hours of comic book-driven fan service and delivers entertaining surprises, nostalgic throwbacks, memorable action sequences, and worthwhile performances.

**Full review:** https://bit.ly/WadeLogan",7,2024-07-26T21:57:36.118Z,Chris Sawin,unknown,533535,Deadpool & Wolverine,movie
"In moviemaking, sadly, there can be a problem with going to the well too many times, and this latest installment in one of filmdom’s better cinematic franchises verges on proving just that. This offering’s predecessors (2016, 2018) significantly distinguished themselves from the kind of fare typically found in the superhero genre with their outrageously bawdy humor, hilarious sight gags and relentlessly maverick attitude. This time out, however, director Shawn Levy’s latest effort is a decidedly hit or miss affair, with an often-incoherent script that feels like it was cobbled together from a collection of leftover parts, some of which work and some of which don’t. I suppose that’s not entirely surprising from a screenplay that was penned by four different writers, making me wonder how much consensus was in place in compiling the finished product. Moreover, this film appears to be intended to fold the Deadpool franchise into the X-Men franchise, an intriguing idea that, regrettably, is handled rather clumsily (as has often been the case with many other recent fusion offerings in the Marvel Universe). And, if all that weren’t bad enough, this release gives short shrift to the colorful cast of supporting players that made the Deadpool films so funny, original and enjoyable, relegating them to little more than cameos in favor of walk-ons by a host of other MCU characters (some of them remarkably obscure, I might add) in an attempt to help cement the franchise cross-pollination going on here. It makes for awkward storytelling at times, especially for viewers who might not be familiar with these lesser-known figures, some of which are drawn from Marvel source material unrelated to its big screen offerings. To the picture’s credit, it features yet another stellar turn by Ryan Reynolds as the off-color protagonist, as well as its share of hilarious bits (without a doubt the franchise’s historically strongest suit), including a number of unabashed, razor-sharp asides referencing off-screen developments related to the studios that produced these films and the actors who have appeared in them. These strengths notwithstanding, however, this is a production that has sadly watered down the elements that best made this franchise work in favor of an overarching programming agenda that simply doesn’t serve this film or the series particularly well. The creators would have served themselves and viewers better by sticking with what works and the basics of good storytelling than trying to force an issue for the sake of future productions that may or may not work over the long term. This has been a noticeable downfall in the quality of many of the most recent Marvel Universe releases, and I’d truly hate to see this franchise befall a similar fate.",6,2024-07-27T23:10:02.772Z,Brent Marchant,unknown,533535,Deadpool & Wolverine,movie
"Such a fun watch, maybe one of the best experiences I've had in a theater. I couldn't have asked for a better ending to 24 year old franchise.",7,2024-07-28T15:45:25.879Z,Sean,unknown,533535,Deadpool & Wolverine,movie
"Well the ""Deadpool"" concept is now well and truly immersed in the Marvel multi-verse and I really did fear for good old ""Dead"". More of the same? Well, no actually. Ryan Reynolds has reverted more to the occasionally quite vulgar humour of the first film (2016) and allowed this trequel to focus more on the personality of this irreverent, immortal, superhero as he tries to resurrect the recently departed ""Wolverine/Logan"" (Hugh Jackman) so he can save his timeline from erasure. To do that, and thwart the comically menacing ""Paradox"" (Matthew Macfadyen), he has to face down ""Cassandra Nova"" (Emma Corrin) - who happens to be the long estranged twin sister of ""Xavier"" who presides over the void. That's a ""Mad Max"" style desert style territory where all the undesirables have been put by ""Paradox"" and his organisation over the years. Initially, there's no love lost between our two heroes. The cocky man in red lycra does not impress his new, booze-soaked and guilt-ridden buddy, but quickly they manage to align their priorities and then - well yes, you can guess the rest. Indeed, there's nothing remotely unpredictable about any of this, but what it does do is shout loudly and proudly that it knows it. It's not trying to reinvent the wheel, it's succeeding in pointing out that all of these multi-verse films that simply adjust the space/time continuum to provide a new setting for the same old stories ad characters has to stop before we (the audience) bore further of their repetitive combat cycles and nondescript plot lines. Maybe Reynolds does over-egg the smuttiness a little but there are still plenty of wry comments about the industry, product placement and the plethora of films (and actors) that have preceded it delivering same old same old. It's not forgotten to entertain us too - there are loads of action scenes and there's an amiable chemistry between two actors who are clearly on the same, suitably sarcastic, page throughout a two hours that also features a some fun cameos from the likes of Messrs. Evans, Snipes, Cavill, Favreau and Tatum to keep it moving along with an effervescence of spirit. It's a big screen essential, there's a lot of effort gone into the production that won't work so well on the telly, and I enjoyed it.",5,2024-07-29T06:24:25.060Z,CinemaSerf,unknown,533535,Deadpool & Wolverine,movie
